title	year	value	canton	file_year
No affiliation	2017	44.8	Neuchâtel	2019
No affiliation	2017	16.0	Obwalden	2019
No affiliation	2017	21.6	Appenzell	2019
No affiliation	2017	–	Appenzell	2019
No affiliation	2017	30.2	Basel-Landschaft	2019
No affiliation	2017	49.6	Basel-Stadt	2019
No affiliation	2017	20.5	Bern	2019
No affiliation	2017	29.2	Zurich	2019
No affiliation	2017	41.3	Geneva	2019
No affiliation	2017	19.3	Glarus	2019
No affiliation	2017	18.3	Graubünden	2019
No affiliation	2017	14.5	Jura	2019
No affiliation	2017	18.0	Lucerne	2019
No affiliation	2019	20.9	Lucerne	2021
No affiliation	2019	17.3	Jura	2021
No affiliation	2019	21.3	Graubünden	2021
No affiliation	2019	24.8	Glarus	2021
No affiliation	2019	20.8	Fribourg	2021
No affiliation	2019	10.9	Appenzell	2021
No affiliation	2019	24.0	Bern	2021
No affiliation	2019	52.8	Basel-Stadt	2021
No affiliation	2019	32.5	Basel-Landschaft	2021
No affiliation	2019	48.8	Neuchâtel	2021
No affiliation	2019	44.3	Geneva	2021
No affiliation	2019	15.8	Obwalden	2021
No affiliation	2019	24.2	Ticino	2021
No affiliation	2019	22.0	Saint	2021
No affiliation	2019	28.7	Schaffhausen	2021
No affiliation	2019	21.8	Schwyz	2021
No affiliation	2019	35.9	Solothurn	2021
No affiliation	2019	25.4	Thurgau	2021
No affiliation	2019	14.7	Uri	2021
No affiliation	2019	17.8	Valais	2021
No affiliation	2019	36.4	Vaud	2021
No affiliation	2019	26.6	Zug	2021
No affiliation	2019	32.7	Zurich	2021
No affiliation	2019	21.7	Appenzell	2021
No affiliation	2019	20.2	Nidwalden	2021
No affiliation	2019	31.7	Aargau	2021
No affiliation	2019	29.5	Switzerland	2021
