title	year	value	canton	file_year
Crude marriage rate	2015	4.6	Glarus	2017
Crude marriage rate	2015	4.8	Geneva	2017
Crude marriage rate	2015	4.3	Fribourg	2017
Crude marriage rate	2015	4.9	Bern	2017
Crude marriage rate	2015	5.0	Basel-Stadt	2017
Crude marriage rate	2015	4.5	Basel-Landschaft	2017
Crude marriage rate	2015	5.3	Appenzell	2017
Crude marriage rate	2015	4.8	Nidwalden	2017
Crude marriage rate	2016	5.0	Schaffhausen	2018
Crude marriage rate	2016	5.2	Schwyz	2018
Crude marriage rate	2016	5.0	Solothurn	2018
Crude marriage rate	2016	5.2	Thurgau	2018
Crude marriage rate	2016	5.3	Zug	2018
Crude marriage rate	2016	4.6	Uri	2018
Crude marriage rate	2016	4.3	Valais	2018
Crude marriage rate	2016	4.6	Vaud	2018
Crude marriage rate	2016	5.3	Saint	2018
Crude marriage rate	2016	4.1	Ticino	2018
Crude marriage rate	2016	4.1	Obwalden	2018
Crude marriage rate	2016	4.5	Glarus	2018
Crude marriage rate	2016	4.0	Neuchâtel	2018
Crude marriage rate	2016	5.3	Lucerne	2018
Crude marriage rate	2016	3.8	Jura	2018
Crude marriage rate	2016	4.7	Graubünden	2018
Crude marriage rate	2016	4.8	Geneva	2018
Crude marriage rate	2016	4.4	Fribourg	2018
Crude marriage rate	2016	4.9	Bern	2018
Crude marriage rate	2016	5.0	Basel-Stadt	2018
Crude marriage rate	2016	4.7	Basel-Landschaft	2018
Crude marriage rate	2016	4.4	Appenzell	2018
Crude marriage rate	2016	5.0	Aargau	2018
Crude marriage rate	2016	5.3	Nidwalden	2018
Crude marriage rate	2016	5.3	Appenzell	2018
Crude marriage rate	2016	5.0	Bern	2018
Crude marriage rate	2016	5.7	Zurich	2018
Crude marriage rate	2017	4.8	Switzerland	2019
Crude marriage rate	2017	5.5	Zurich	2019
Crude marriage rate	2017	5.1	Zug	2019
Crude marriage rate	2017	4.4	Vaud	2019
Crude marriage rate	2017	4.1	Valais	2019
Crude marriage rate	2017	4.7	Uri	2019
Crude marriage rate	2017	5.1	Thurgau	2019
Crude marriage rate	2017	4.8	Solothurn	2019
Crude marriage rate	2017	5.1	Schwyz	2019
Crude marriage rate	2017	4.7	Schaffhausen	2019
Crude marriage rate	2017	4.9	Saint	2019
Crude marriage rate	2017	4.6	Obwalden	2019
Crude marriage rate	2017	5.1	Aargau	2019
Crude marriage rate	2017	4.0	Neuchâtel	2019
Crude marriage rate	2017	5.5	Nidwalden	2019
Crude marriage rate	2017	4.8	Appenzell	2019
Crude marriage rate	2017	4.4	Appenzell	2019
Crude marriage rate	2017	4.4	Basel-Landschaft	2019
Crude marriage rate	2017	5.3	Basel-Stadt	2019
Crude marriage rate	2017	4.8	Bern	2019
Crude marriage rate	2017	3.8	Ticino	2019
Crude marriage rate	2017	4.5	Geneva	2019
Crude marriage rate	2017	4.3	Glarus	2019
Crude marriage rate	2017	4.5	Graubünden	2019
Crude marriage rate	2017	4.0	Jura	2019
Crude marriage rate	2017	5.0	Lucerne	2019
Crude marriage rate	2017	4.1	Fribourg	2019
Crude marriage rate	2018	3.6	Neuchâtel	2020
Crude marriage rate	2018	4.9	Lucerne	2020
Crude marriage rate	2018	4.0	Jura	2020
Crude marriage rate	2018	4.3	Graubünden	2020
Crude marriage rate	2018	4.5	Glarus	2020
Crude marriage rate	2018	4.8	Geneva	2020
Crude marriage rate	2018	5.3	Basel-Stadt	2020
Crude marriage rate	2018	4.8	Bern	2020
Crude marriage rate	2018	4.3	Basel-Landschaft	2020
Crude marriage rate	2018	3.6	Appenzell	2020
Crude marriage rate	2018	4.5	Appenzell	2020
Crude marriage rate	2018	4.4	Fribourg	2020
Crude marriage rate	2018	5.0	Aargau	2020
Crude marriage rate	2018	5.2	Nidwalden	2020
Crude marriage rate	2018	5.2	Saint	2020
Crude marriage rate	2018	4.8	Switzerland	2020
Crude marriage rate	2018	5.5	Zurich	2020
Crude marriage rate	2018	5.4	Zug	2020
Crude marriage rate	2018	4.9	Obwalden	2020
Crude marriage rate	2018	4.4	Valais	2020
Crude marriage rate	2018	4.2	Vaud	2020
Crude marriage rate	2018	3.7	Ticino	2020
Crude marriage rate	2018	4.9	Thurgau	2020
Crude marriage rate	2018	4.7	Solothurn	2020
Crude marriage rate	2018	5.1	Schwyz	2020
Crude marriage rate	2018	4.8	Schaffhausen	2020
Crude marriage rate	2018	4.7	Uri	2020
Crude marriage rate	2019	4.9	Schaffhausen	2021
Crude marriage rate	2019	4.6	Schwyz	2021
Crude marriage rate	2019	4.6	Solothurn	2021
Crude marriage rate	2019	4.9	Thurgau	2021
Crude marriage rate	2019	5.2	Zurich	2021
Crude marriage rate	2019	4.8	Uri	2021
Crude marriage rate	2019	4.2	Valais	2021
Crude marriage rate	2019	3.9	Vaud	2021
Crude marriage rate	2019	4.9	Zug	2021
Crude marriage rate	2019	5.0	Saint	2021
Crude marriage rate	2019	3.4	Ticino	2021
Crude marriage rate	2019	5.0	Obwalden	2021
Crude marriage rate	2019	4.3	Geneva	2021
Crude marriage rate	2019	3.6	Neuchâtel	2021
Crude marriage rate	2019	4.8	Lucerne	2021
Crude marriage rate	2019	3.7	Jura	2021
Crude marriage rate	2019	4.3	Graubünden	2021
Crude marriage rate	2019	4.3	Glarus	2021
Crude marriage rate	2019	4.2	Fribourg	2021
Crude marriage rate	2019	4.4	Bern	2021
Crude marriage rate	2019	4.9	Basel-Stadt	2021
Crude marriage rate	2019	4.4	Basel-Landschaft	2021
Crude marriage rate	2019	4.9	Appenzell	2021
Crude marriage rate	2019	5.0	Appenzell	2021
Crude marriage rate	2019	4.7	Aargau	2021
Crude marriage rate	2019	4.3	Nidwalden	2021
Crude marriage rate	2019	4.5	Switzerland	2021
