title	year	value	canton	file_year
under the Swiss Criminal Code	2015	37.5	Saint	2017
under the Swiss Criminal Code	2015	38.2	Obwalden	2017
under the Swiss Criminal Code	2015	41.7	Aargau	2017
under the Swiss Criminal Code	2015	88.0	Neuchâtel	2017
under the Swiss Criminal Code	2015	52.0	Lucerne	2017
under the Swiss Criminal Code	2015	49.8	Jura	2017
under the Swiss Criminal Code	2015	36.2	Graubünden	2017
under the Swiss Criminal Code	2015	30.6	Glarus	2017
under the Swiss Criminal Code	2015	123.2	Geneva	2017
under the Swiss Criminal Code	2015	51.4	Fribourg	2017
under the Swiss Criminal Code	2015	55.4	Bern	2017
under the Swiss Criminal Code	2015	110.0	Basel-Stadt	2017
under the Swiss Criminal Code	2015	45.5	Basel-Landschaft	2017
under the Swiss Criminal Code	2015	19.5	Appenzell	2017
under the Swiss Criminal Code	2015	25.5	Nidwalden	2017
under the Swiss Criminal Code	2016	46.1	Schaffhausen	2018
under the Swiss Criminal Code	2016	27.3	Schwyz	2018
under the Swiss Criminal Code	2016	53.0	Solothurn	2018
under the Swiss Criminal Code	2016	38.6	Thurgau	2018
under the Swiss Criminal Code	2016	44.2	Zug	2018
under the Swiss Criminal Code	2016	18.7	Uri	2018
under the Swiss Criminal Code	2016	40.8	Valais	2018
under the Swiss Criminal Code	2016	70.5	Vaud	2018
under the Swiss Criminal Code	2016	35.9	Saint	2018
under the Swiss Criminal Code	2016	47.9	Ticino	2018
under the Swiss Criminal Code	2016	42.9	Obwalden	2018
under the Swiss Criminal Code	2016	33.4	Glarus	2018
under the Swiss Criminal Code	2016	75.1	Neuchâtel	2018
under the Swiss Criminal Code	2016	47.1	Lucerne	2018
under the Swiss Criminal Code	2016	46.3	Jura	2018
under the Swiss Criminal Code	2016	34.9	Graubünden	2018
under the Swiss Criminal Code	2016	107.1	Geneva	2018
under the Swiss Criminal Code	2016	45.3	Fribourg	2018
under the Swiss Criminal Code	2016	53.9	Bern	2018
under the Swiss Criminal Code	2016	110.1	Basel-Stadt	2018
under the Swiss Criminal Code	2016	42.1	Basel-Landschaft	2018
under the Swiss Criminal Code	2016	32.7	Appenzell	2018
under the Swiss Criminal Code	2016	50.2	Aargau	2018
under the Swiss Criminal Code	2016	26.6	Nidwalden	2018
under the Swiss Criminal Code	2016	31.6	Appenzell	2018
under the Swiss Criminal Code	2016	56.2	Bern	2018
under the Swiss Criminal Code	2016	59.8	Zurich	2018
under the Swiss Criminal Code	2017	52.1	Switzerland	2019
under the Swiss Criminal Code	2017	59.7	Zurich	2019
under the Swiss Criminal Code	2017	39.4	Zug	2019
under the Swiss Criminal Code	2017	64.8	Vaud	2019
under the Swiss Criminal Code	2017	36.1	Valais	2019
under the Swiss Criminal Code	2017	22.7	Uri	2019
under the Swiss Criminal Code	2017	33.9	Thurgau	2019
under the Swiss Criminal Code	2017	54.7	Solothurn	2019
under the Swiss Criminal Code	2017	26.0	Schwyz	2019
under the Swiss Criminal Code	2017	47.2	Schaffhausen	2019
under the Swiss Criminal Code	2017	34.3	Saint	2019
under the Swiss Criminal Code	2017	33.2	Obwalden	2019
under the Swiss Criminal Code	2017	35.6	Aargau	2019
under the Swiss Criminal Code	2017	65.8	Neuchâtel	2019
under the Swiss Criminal Code	2017	28.7	Nidwalden	2019
under the Swiss Criminal Code	2017	28.5	Appenzell	2019
under the Swiss Criminal Code	2017	23.0	Appenzell	2019
under the Swiss Criminal Code	2017	38.8	Basel-Landschaft	2019
under the Swiss Criminal Code	2017	113.5	Basel-Stadt	2019
under the Swiss Criminal Code	2017	49.2	Bern	2019
under the Swiss Criminal Code	2017	39.7	Ticino	2019
under the Swiss Criminal Code	2017	102.8	Geneva	2019
under the Swiss Criminal Code	2017	26.8	Glarus	2019
under the Swiss Criminal Code	2017	31.8	Graubünden	2019
under the Swiss Criminal Code	2017	37.3	Jura	2019
under the Swiss Criminal Code	2017	46.4	Lucerne	2019
under the Swiss Criminal Code	2017	41.4	Fribourg	2019
under the Swiss Criminal Code	2018	57.7	Neuchâtel	2020
under the Swiss Criminal Code	2018	43.9	Lucerne	2020
under the Swiss Criminal Code	2018	33.3	Jura	2020
under the Swiss Criminal Code	2018	34.4	Graubünden	2020
under the Swiss Criminal Code	2018	24.8	Glarus	2020
under the Swiss Criminal Code	2018	100.3	Geneva	2020
under the Swiss Criminal Code	2018	106.3	Basel-Stadt	2020
under the Swiss Criminal Code	2018	48.6	Bern	2020
under the Swiss Criminal Code	2018	34.2	Basel-Landschaft	2020
under the Swiss Criminal Code	2018	21.0	Appenzell	2020
under the Swiss Criminal Code	2018	28.7	Appenzell	2020
under the Swiss Criminal Code	2018	40.8	Fribourg	2020
under the Swiss Criminal Code	2018	37.4	Aargau	2020
under the Swiss Criminal Code	2018	28.9	Nidwalden	2020
under the Swiss Criminal Code	2018	36.5	Saint	2020
under the Swiss Criminal Code	2018	51.0	Switzerland	2020
under the Swiss Criminal Code	2018	60.3	Zurich	2020
under the Swiss Criminal Code	2018	34.8	Zug	2020
under the Swiss Criminal Code	2018	35.6	Obwalden	2020
under the Swiss Criminal Code	2018	32.5	Valais	2020
under the Swiss Criminal Code	2018	61.5	Vaud	2020
under the Swiss Criminal Code	2018	38.3	Ticino	2020
under the Swiss Criminal Code	2018	35.7	Thurgau	2020
under the Swiss Criminal Code	2018	52.0	Solothurn	2020
under the Swiss Criminal Code	2018	27.0	Schwyz	2020
under the Swiss Criminal Code	2018	46.3	Schaffhausen	2020
under the Swiss Criminal Code	2018	20.5	Uri	2020
under the Swiss Criminal Code	2019	41.9	Schaffhausen	2021
under the Swiss Criminal Code	2019	24.7	Schwyz	2021
under the Swiss Criminal Code	2019	53.8	Solothurn	2021
under the Swiss Criminal Code	2019	34.1	Thurgau	2021
under the Swiss Criminal Code	2019	59.9	Zurich	2021
under the Swiss Criminal Code	2019	18.8	Uri	2021
under the Swiss Criminal Code	2019	34.2	Valais	2021
under the Swiss Criminal Code	2019	57.3	Vaud	2021
under the Swiss Criminal Code	2019	32.2	Zug	2021
under the Swiss Criminal Code	2019	36.7	Saint	2021
under the Swiss Criminal Code	2019	40.0	Ticino	2021
under the Swiss Criminal Code	2019	35.5	Obwalden	2021
under the Swiss Criminal Code	2019	95.1	Geneva	2021
under the Swiss Criminal Code	2019	64.3	Neuchâtel	2021
under the Swiss Criminal Code	2019	41.8	Lucerne	2021
under the Swiss Criminal Code	2019	30.9	Jura	2021
under the Swiss Criminal Code	2019	33.2	Graubünden	2021
under the Swiss Criminal Code	2019	16.8	Glarus	2021
under the Swiss Criminal Code	2019	36.9	Fribourg	2021
under the Swiss Criminal Code	2019	52.1	Bern	2021
under the Swiss Criminal Code	2019	109.0	Basel-Stadt	2021
under the Swiss Criminal Code	2019	36.2	Basel-Landschaft	2021
under the Swiss Criminal Code	2019	17.1	Appenzell	2021
under the Swiss Criminal Code	2019	32.2	Appenzell	2021
under the Swiss Criminal Code	2019	36.1	Aargau	2021
under the Swiss Criminal Code	2019	26.1	Nidwalden	2021
under the Swiss Criminal Code	2019	50.6	Switzerland	2021
